title,link,press,datetime,content
"이복현 ""이달 중 은행 가계대출 실태 현장 점검""",https://n.news.naver.com/mnews/article/277/0005300850?sid=101,아시아경제,2023.08.16. 오후 4:22,"[




이복현 금융감독원장이복현 금융감독원장이 이달 중으로 가계대출 관리와 관련 은행들을 현장 점검하겠다고 16일 밝혔다.이 원장은 이날 자본시장 불법행위 대응·협력 강화를 위한 국가수사본부와 업무협약식 뒤 기자들과 만나 ""가계부채는 관리 범위 내에 있다고 판단하고 있다""면서도 ""총부채원리금상환비율(DSR) 규제 관리가 과거보다 중요해졌기 때문에, 은행들의 주택담보대출 산정 과정이 적절한 지 실태점검에 나설 계획""이라고 말했다.이어 그는 50년 만기 주담대와 관련해서는 ""변동금리 베이스로 대출이 나가는 상황에서 인생 주기별 소득 흐름이 있는 것인데, 금리 변동 상황이 50년 이내에 없으리라는 보장이 없다""며 ""금리 변동 상황에서 시뮬레이션을 돌렸을 때, 소득 범위가 넘어가는 지점이 있음에도 불구하고 고려 안 하고 모델을 만든 걸 수도 있고 여러 생각하지 못한 (부분을) 점검할 것""이라고 설명했다. 이 원장은 ""검사·제재 관점보다는 운영의 적정성, 정책 방향성 등에 점검할 것""이라고 덧붙였다. 현장점검에서는 신용대출에 대한 조사도 함께 이뤄질 전망이다. 그는 ""현장점검을 통해 어느 분야에 쓰였는지 보게 될 것""이라며 ""(대출이) 부동산, 자본시장, 생계비로도 갈 수 있고 실질적으로 어떻게 분포됐는지 점검할 것""이라고 덧붙였다.이 원장은 인터넷전문은행들의 주담대 확장세와 관련해서는 ""가격 경쟁 촉발에 대해서 일부 긍정적인 측면이 있다고 생각한다""면서도 ""인터넷전문은행의 태생을 보면 중·저신용자에게 자금을 공급한다는 정책적 목적이 있는데, 지금과 같은 주담대 쏠림이 제도와 합치가 되는지 비판적 시각을 갖고 있고, 이런 것들도 점검 대상""이라고 설명했다.그는 변동금리 비중과 관련 ""최근 금리 변동 시기에서 변동성으로 리스크가 차주에게 전가되는 핵심적인 이유가 변동금리 구조에 있다""며 ""고정금리는 선이고 변동금리는 악이라는 것이 아니라, 차주 부담으로 오는 상황을 당국이 그대로 방치하는 것은 직무유기라 생각한다""라고 밝혔다.또 특례보금자리론이 가계대출을 늘렸다는 비판과 관련해서는"" 한도가 이미 소진됐기 때문에 하반기에는 주된 요인이 안 될 것이라고 자신 있게 말할 수 있다""고 설명했다.이 원장은 이날 대출금리 인하 압박으로 통화정책 효과가 약화된다는 금융통화위원회의 견해와 관련해서는 ""통화 당국 입장에서는 그렇게 생각할 수 있다""면서도 ""변동금리 비중이 80%가 넘은 상황에서 차주가 리스크를 떠안고 있기 때문에 미시적인 개입이 필요하다고 믿고 있다""고 말했다.
]"
"아미코젠, 상반기 매출 777억…반기 사상 최대치",https://n.news.naver.com/mnews/article/003/0012032585?sid=101,뉴시스,2023.08.16. 오전 9:05,"[




[서울=뉴시스]이지영 기자 = 아미코젠은 상반기 연결 기준 매출액이 777억원으로 전년 동기 대비 25.3% 증가했다고 16일 밝혔다. 영업이익과 당기순이익은 각각 6억원, 0.8억원으로 흑자전환했다.매출액 성장의 주요인은 ▲주요 종속사인 아미코젠차이나의 원료의약품과 완제의약품 판매 실적이 전년 대비 35.6% 증가한데 따른 것이다. 아미코젠 표쩌 대표이사는 ""올 상반기 인증 받은 개별인정형 콜라겐 매출이 하반기부터 본격적으로 실적에 반영되고 레진, 배지의 상용화가 가속화되면 연간 사상 최대의 실적 달성도 무난할 것으로 예상된다""며 내년부터 빠른 시일 안에 레진, 배지를 포함한 바이오부품소재의 진정한 국산화를 실현하고 이 분야 글로벌 기업으로 성장하겠다""고 말했다.
]"
"KB證, '슈퍼스타 슈스깨비' 서바이벌 경연 개최",https://n.news.naver.com/mnews/article/003/0012032632?sid=101,뉴시스,2023.08.16. 오전 9:18,"[




(사진=KB증권) *재판매 및 DB 금지[서울=뉴시스]이지영 기자 = KB증권은 사내 해외주식 전문가를 발굴하는 경연 프로그램 '2023 슈퍼스타 KB(슈스깨비)'를 개최한다고 16일 밝혔다.이번 경연은 KB증권 내 다양한 분야에서 활약하고 있는 직원들이 경연자로 참여해 해외주식과 관련된 본인만의 콘텐츠를 KB증권 프라임클럽 정규 방송을 통해 고객들에게 소개하고, 고객들의 실시간 투표로 우승팀을 선정하는 방식으로 펼쳐지는 해외주식 서바이벌 경연 프로그램이다.예선 참여 경연자로는 홍콩과 일본 큐브 대회에서 수상한 경력이 있는 큐브 천재 직원을 비롯해 멘사회원인 사모펀드 담당 직원, 세무사 및 CFA(국제재무분석사) 자격증 소지 직원, PB(프라이빗뱅커) 직원 등이 있다.우선 선발된 8개팀이 예선에 참여해 17일, 18일 오후 2시에 예선전을 치르고 4개팀을 본선 진출팀으로 선발한 뒤, 본선전에서 고객들로부터 가장 많은 표를 받은 1개팀을 최종 우승팀으로 선정한다.
]"
"카카오페이 ""오후 2시 이후 스타벅스 결제 시 2천원 할인""",https://n.news.naver.com/mnews/article/119/0002740144?sid=101,데일리안,2023.08.16. 오전 9:55,"[




스타벅스 할인 관련 포스터. ⓒ카카오페이[데일리안 = 김효숙 기자] 카카오페이는 무더위가 기승인 8월을 맞아 스타벅스를 찾는 사용자들에게 할인 혜택을 제공한다고 16일 밝혔다.이벤트 기간 중 오후 2시 이후 카카오페이 사용자가 스타벅스 매장에서 카카오페이머니로 1만 원 이상 결제하면 2천 원이 즉시 할인된다. 할인 행사 기간은 이날부터 25일까지다. 다만 선착순 5만 명 도달 시 조기종료디며 기간 내 1인 1회 할인만 가능하다.현재 전국 스타벅스 매장에 카카오페이 결제 서비스가 도입됐다. 카카오페이머니와 카카오페이포인트, 카카오페이에 등록된 카드 등 모든 수단으로 매장에서 결제할 수 있다. 이번 할인 이벤트는 공항 등 일부 특수 및 입점 매장을 제외한 전 지점에서 진행된다.카카오페이 멤버십 서비스에 신세계 포인트 멤버십을 미리 연결해두면 스타벅스에서 결제할 때마다 별도 절차 없이 신세계 포인트가 0.1% 자동 적립되고, 이렇게 적립된 포인트는 매장에서 바로 사용 가능하다.카카오페이 관계자는 ""8월 무더위에 지친 사용자들이 스타벅스에서 시원하게 여름을 날 수 있도록 할인 이벤트를 마련했다""며 ""앞으로도 제휴사들과 협력을 강화해 더욱 다양한 혜택을 만들어가겠다""고 말했다.
		]"
"한투증권 ""카카오 주가 회복 가능성…하반기 실적 개선될 것""",https://n.news.naver.com/mnews/article/001/0014132810?sid=101,연합뉴스,2023.08.16. 오전 8:45,"[




카카오 로고[카카오 홈페이지 캠처, 재판매 및 DB 금지]    (서울=연합뉴스) 홍유담 기자 = 한국투자증권은 카카오가 올해 하반기 실적 개선세를 보이며 주가가 상승할 가능성이 크다고 16일 밝혔다.    앞서 카카오는 연결 기준 올해 2분기 영업이익이 지난해 동기보다 33.7% 감소한 1천135억원으로 잠정 집계됐다고 공시했다. 매출은 2조425억원으로 작년 동기 대비 12.1% 증가했다.    정호윤 연구원은 이날 카카오 관련 보고서에서 ""올해 2분기 엔터테인먼트 및 모빌리티의 실적이 일부 개선되면서 자회사들의 이익 규모가 350억원 수준으로 성장했다""며 ""하반기에는 신규 광고 상품 출시에 따른 성과가 반영되고 게임 사업부의 신작 출시 등으로 상반기 대비 실적이 개선될 것""이라고 밝혔다.    이어 ""주가 상승을 위한 요소인 광고 매출의 증가율 회복도 하반기에 확인할 수 있을 것""이라며 ""게임, 모빌리티 핀테크 등 신사업의 수익성 개선까지 동반된다면 주가 회복 가능성이 크다""고 평가했다.    올해 하반기 공개 예정인 생성형 인공지능(AI) 모델 역시 실적 회복에 기여할 것으로 기대됐다.    정 연구원은 ""생성형 AI 개발에 있어 카카오가 중요하게 생각하는 요소는 비용 효율화""라며 ""큰 규모의 AI 모델이 고성능을 담보하지는 않고 목적에 맞는 적절한 크기의 모델이 서비스에 더 효과적이라는 입장""이라고 짚었다.    그러면서 ""우선 AI를 통해 현재 카카오가 제공하는 챗봇을 더욱 개인화하는 고도화가 가능할 것""이라며 ""장기적으로는 주문과 예약, 상담, 결제 등 거래형 서비스들과의 접목을 통해 본격적인 수익화를 진행할 예정""이라고 부연했다.    ydhong@yna.co.kr
]"
"김근영 한국은행 발권국장, '자동화금고시스템 설명회' 브리핑",https://n.news.naver.com/mnews/article/001/0014134398?sid=101,연합뉴스,2023.08.16. 오후 3:39,"[




    (서울=연합뉴스) 김근영 한국은행 발권국장이 16일 서울 중구 한국은행 본부 화폐수납장에서 열린 '자동화금고시스템 설명회'에서 브리핑하고 있다. 2023.8.16 [사진공동취재단]    photo@yna.co.kr
]"
"한은 대출제도 개편 금통위 ""뱅크런 지원 한계""",https://n.news.naver.com/mnews/article/003/0012034681?sid=101,뉴시스,2023.08.16. 오후 6:20,"[




[서울=뉴시스] 사진공동취재단 = 이창용 한국은행 총재가 13일 오전 서울 중구 한국은행에서 금융통화위원회 본회의를 주재하고 있다. 2023.07.13. photo@newsis.com[서울=뉴시스]남주현 기자 = 현행 한국은행 대출제도로는 디지털 뱅크런(현금 대량 인출 사태)에 따라 유동성 확보에 어려움을 겪고 있는 금융기관 지원이 어렵다는 지적이 나왔다. 16일 한은이 공개한 '2023년 제 14차 금융통화위원회 의사록(7월27일 개최)'에 따르면 이창용 한은 총재와 금통위원들은 대규모 예금 인출 사태인 뱅크런 위기에서 한은의 역할에 한계가 있다는 데 의견을 모았다.앞서 금통위는 지난달 27일 대출 제도 개편안을 의결했다. 이번 조치로 은행과 비은행이 조달받을 수 있는 유동성 규모는 각각 90조원과 100조원 등에 달할 것으로 추정된다. 우선 한은은 은행이 지방채와 우량 회사채 등을 담보로 맡겨도 언제든지 유동성을 제공하기로 했다. 뿐만 아니라 은행의 대출 채권도 적격 담보로 받아주기로 했다. 아울러 금통위 의결만 거친다면 비은행 예금 취급 기관에 대해서도 은행처럼 지원하기로 했다. 은행에 대해서는 상시대출인 자금조정대출 적용 금리를 기준금리 +1%포인트에서 기준금리 +0.5%포인트로 하향했다. 상호저축은행과 새마을금고 등 비은행 예금 취급에는 한은법 80조에 따라 금통위가 유동성 지원 여부를 검토해 신속하게 결정하고, 은행과 동일하게 회사채 등을 담보로 맡기고 유동성을 지원하기로 했다. 의사록에는 금통위원들의 디지털 뱅크런 확산에 대한 우려가 그래도 담겼다. 금통위원들은 ""미국 실리콘밸리은행(SVB) 사태 등을 계기로 디지털 뱅킹 환경하에서 대규모 예금인출 확산 가능성이 높아진 것으로 나타났다""고 인식을 함께했다. 하지만 현행 한국은행의 대출제도는 예금취급기관에 대한 자금지원에 한계를 가지고 있다고 봤다. 한은의 대출적격담보증권 범위가 주요국에 비해 좁게 설계됐고, 예금취급기관의 유동성 확보가 시급한 상황에서 충분한 자금지원이 신속히 이뤄지기 어렵다는 점에서다. 특히 비은행예금 취급기관 지원에 있어서는 상당한 제약이 있다고 평가했다.금통위원들은 개편안 외에도 대출 적격 담보에 대출 채권을 추가하는 방안도 추진하기로 했다. 위원들은 ""향후 금융시스템 내 유동성 리스크를 근본적으로 완화할 수 있는 대책으로, 주요국과 같이 대출적격담보에 예금취급기관의 대출채권을 추가하는 방안을 모색할 필요가 있다""고 언급했다. 다만, 비은행 예금취급기관의 경우에는 공동검사 및 자료제출 요구에 관한 제도 등의 여건이 갖추어진 이후 대출채권의 적격담보범위 포함 여부를 검토해야 한다는데 의견을 모았다．
]"
이복현 금감원장  “8월 중 가계대출 관리 실태 현장점검”,https://n.news.naver.com/mnews/article/014/0005057849?sid=101,파이낸셜뉴스,2023.08.16. 오후 5:00,"[
“DSR산정체계 적정한지 물밑 점검 중” 



이복현 금융감독원장이 16일 서울 영등포구 금감원에서 열린 금감원·국가수사본부 자본시장 불법행위 대응 및 협력 강화를 위한 업무협약식에서 인사말을 하고 있다. 2023.8.16/뉴스1 ⓒ News1 김민지 기자 /사진=뉴스1  [파이낸셜뉴스]50년 만기 주택담보대출이 사실상 총부채 원리금 상환비율(DSR) 우회라는 지적이 나오는 가운데 금융감독원이 이달 중 은행권 가계대출 실태를 점검하기 위한 현장조사에 나선다. 금융시장 불안 요소로 지목된 역대 최대규모 가계 대출 관리에 나선 모습이다.   이복현 금융감독원장은 16일 ‘가계대출 현안 기자간담회’ 이후 기자들과 만나 “가계대출 규제의 핵심은 DSR규제의 적정성·합리성을 유지하는 것”이라며 “DSR산정체계가 적정한 것인지 점검을 물밑에서 해왔고, 8월중 가계대출 관리 실태와 관련해 현장점검을 내보낼 계획”이라고 말했다.   최근 대출자의 연령제한 없는 50년 만기 주담대가 DSR규제 허용치를 넘어선 대출에 활용되는 것 아니냐는 지적이 나왔다.   이복현 원장은 이와 관련 ""가파른 가계 부채 상승세 속에서 DSR 원칙 잘 지켜진 게 있는지 즉 소득 점검이 제대로 이뤄졌는지 살피겠다""며 ""예를 들어 20년채 주담대와 50년 만기 상품을 선택할 때 50년 후 소득을 어떻게 산정하는지 들여다 보겠다""고 말했다.   이 원장은 주담대 고정금리 비중을 높이는 것에 대해서도 입장을 밝혔다. 그는 “대부분 30년 만기 주담대를 받는다면 (대출기간동안) 금리변동기는 언제든지 올 수 있다”며 “당국 입장에서는 고정금리와 변동금리의 비중 차이가 너무 크지 않도록 조절해야한다”고 말했다.   지난 7월말 기준 은행권 가계대출잔액은 1068조1000억원으로 사상 최대치를 기록했다. 금융당국은 최근 유관기관과 ‘가계부채 현황 점검회의’를 열고, 50년 만기 주담대와 인터넷전문은행의 비대면 주담대에 대한 점검에 나서기로 했다.
		]"
'코픽스 0.01%p↓'…상승 추세 멈추자 은행 주담대 금리도 내린다(종합),https://n.news.naver.com/mnews/article/421/0006993585?sid=101,뉴스1,2023.08.16. 오후 5:29,"[
7월 신규코픽스 3.69%…은행들 17일부터 하락분 반영예금금리 떨어진 영향…LCR 대비 금리 경쟁 끝났나



두 달간 상승하던 은행권 변동형 주택담보대출의 준거금리인 코픽스(COFIX·자금조달비용지수)가 하락했다. 정기예금 금리 인하의 여파로 풀이된다. 2023.7.18/뉴스1 ⓒ News1 김영운 기자(서울=뉴스1) 김정현 기자 = 두 달간 상승하던 은행권 변동형 주택담보대출의 준거금리인 코픽스(COFIX·자금조달비용지수)가 하락했다. 정기예금 금리 인하의 여파로 풀이된다.16일 은행연합회 공시에 따르면 지난 7월 신규 취급액 기준 코픽스는 3.69%로 직전달 대비 0.01%포인트(P) 하락했다.앞서 신규 코픽스는 올해 2월까지는 3개월 연속 하락하다 3월 한 차례 반등한 뒤 4월에는 하락했다. 이후 은행채와 예금 금리가 오른 영향으로 지난 5월 3.56%, 6월 3.70%를 기록하며 두 달 연속 상승한 바 있다.지난달말 잔액 기준 코픽스 역시 직전달 대비 0.04%p 오른 3.80%로 나타났다. 신잔액 기준 코픽스도 마찬가지로 0.04%p 상승한 3.18%를 기록했다.신규 기준 코픽스 하락은 정기예금 금리가 떨어진 여파로 분석된다. 은행연합회 관계자는 ""코픽스 산정에서 가장 큰 비중을 차지하는 것은 정기예금""이라며 ""7월 신규 취급액이 지난 6월 신규 취급액보다 예금금리가 떨어진 영향으로 신규 코픽스가 하락한 것으로 보인다""고 설명했다.이어 ""앞서 지난 6월에는 유동성커버리지비율(LCR) 정상화에 대비해 은행들이 경쟁적으로 수신을 유치하며 금리가 올랐는데, 7월에는 경쟁이 다소 완화된 모습""이라고 덧붙였다.이외에도 연체율 급등 문제로 뱅크런(대규모 예금 인출)이 우려된 새마을금고 사태가 진정된 것도 이번 코픽스 하락에 영향을 미친 요인으로 보인다.코픽스 상승에 따라 은행들은 오는 17일부터 변동형 주담대 금리에 이날 공개된 코픽스 금리를 반영할 예정이다.KB국민은행의 경우 주담대 신규 코픽스 기준 변동금리가 4.33∼5.73%에서 4.32~5.72%로, 우리은행은 4.47∼5.67%에서 4.46~5.66%로 각각 0.01%p씩 낮아진다.NH농협은행은 4.08~5.89%에서 4.05~5.86%로 신규 코픽스하락 폭 보다 큰 0.03%p 낮춘다.코픽스는 농협, 신한, 우리, SC제일, 하나, 기업, KB국민, 한국씨티은행 등 국내 8개 은행이 조달한 자금의 가중평균금리다. 은행이 실제 취급한 예·적금과 은행채 등 수신상품의 금리 변동이 반영된다.한편 최근 4주간 공시된 단기 코픽스는 3.59% ~ 3.68%로 나타났다. 단기 코픽스는 계약만기 3개월물인 단기자금을 대상으로 산출된다.
		]"
"삼성생명, 초저위험 퇴직연금 6개월 수익률 1위 달성 이벤트",https://n.news.naver.com/mnews/article/421/0006991856?sid=101,뉴스1,2023.08.16. 오전 9:53,"[
디폴트옵션 지정 시 추첨 통해 상품권·교환권 지급



8월 디폴트옵션 상품지정 이벤트/사진제공=삼성생명(서울=뉴스1) 박재찬 기자 = 삼성생명은 지난 8일부터 다음달 27일까지 퇴직연금 디폴트옵션 상품지정 이벤트를 실시한다고 16일 밝혔다.이번 이벤트는 삼성생명 홈페이지 및 앱의 ‘퇴직연금 상품지정 이벤트’ 페이지를 통해 참여할 수 있다. 로그인 후 이벤트 참여 및 마케팅 동의를 진행하고 화면 하단의 ‘참여’ 버튼을 통해 디폴트옵션 상품지정을 진행하면 된다. 이벤트 참여 시 상품 지정을 하지 못했더라도 별도로 상품을 지정하면 추첨 대상에 포함된다.삼성생명은 이벤트 참여자 중 추첨을 통해 총 500명에게 신세계이마트 상품권 3만원권(20명), 올리브영 상품권 2만원권 (80명), 베스킨라빈스 파인트 교환권 (150명), 스타벅스 쿨 라임 피지오 교환권 (250명)을 제공한다.특히, 이번 이벤트는 2분기말 기준 디폴트옵션 ‘초저위험 원리금보장상품’과 ‘저위험 BF1’ 상품이 각각 6개월과 3개월 수익률 부문 전체 퇴직연금 사업자 1위 달성을 기념하여 진행한다.초저위험등급 상품군은 디폴트옵션 가입자 총 200만 명 중 89%에 해당하는 177만명이 선택하며 운용규모만 9393억원에 달해 수익률에 대한 업계와 가입자들의 관심이 가장 높은 부문으로 알려졌다.삼성생명 관계자는 “퇴직연금 상품의 수익률을 높이는 동시에 경쟁력 있고 차별화된 서비스를 제공하고자 최선을 다하고 있다”며 “앞으로도 가입자의 투자성향과 운용 목적에 맞는 양질의 상품과 서비스를 지속 선보이겠다”고 말했다.
		]"
"[머니S포토] 정부·금융권, 수출기업 지원에 '23조' 자금, 추가 공급",https://n.news.naver.com/mnews/article/417/0000942324?sid=101,머니S,2023.08.16. 오전 10:47,"[




 김주현 금융위원장을 포함한 인사들이 16일 서울 중구 명동1가 은행회관에서 진행된 수출금융종합지원 방안 간담회에 참석해 기념촬영을 갖고 있다.이날 간담회에는 김 위원장을 비롯해 강석훈 산업은행 회장, 김성태 기업은행장, 최원목 신용보증기금 이사장 등 국책금융기관과 김광수 은행연합회장과 일선 시중-지방 은행장들이 참석했다.
]"
"[8/16 데일리안 퇴근길뉴스] 尹, 부친상에 16~17일 조사 휴가…""한미일 정상회의 준비 등 업무는 계속"" 등",https://n.news.naver.com/mnews/article/119/0002740336?sid=101,데일리안,2023.08.16. 오후 4:15,"[




윤석열 대통령이 15일 서울 서대문구 신촌세브란스병원 장례식장에 마련된 부친 고 윤기중 연세대 명예교수 빈소를 지키고 있다. ⓒ대통령실[데일리안 = 유정선 기자] ▲尹, 부친상에 16~17일 조사 휴가…""한미일 정상회의 준비 등 업무는 계속""부친상을 당한 윤석열 대통령이 16일부터 17일까지 이틀간 조사 휴가를 사용한다. 윤 대통령 부친 윤기중 연세대 명예교수는 전날(15일) 향년 92세를 일기로 별세했다.대통령실 관계자는 16일 데일리안과의 통화에서 ""대통령께서 오늘과 내일 이틀 동안 경조사 휴가를 사용한다""고 밝혔다. 이 관계자는 다만 ""한·미·일 정상회의 등 중요한 외교 현안을 앞두고 있어서 휴가 중이지만 업무는 계속하고 있다""고 했다.대통령은 선출된 정무직 공무원으로, 국가공무원 복무규정에 따르면, 부모상의 경우 5일까지 특별휴가를 쓸 수 있다.윤 교수의 장례는 15일부터 17일까지 서울 서대문구 신촌 세브란스병원에서 '3일 가족장'으로 치러지는데, ""국정에 공백이 없어야 한다""는 윤 대통령의 강한 의지가 담긴 것으로 전해졌다.윤 대통령은 이날 오전 서울 용산 대통령실 집무실로 출근해 한·미·일 정상회의 관련 보고를 받고 업무를 이어가는 중이다. 역사상 최초로 단독 개최되는 이번 한·미·일 정상회의는 오는 18일(현지시각) 미 대통령 별장인 캠프 데이비드에서 개최된다. 윤 대통령은 17일 장례 절차를 마친 직후 미국 출국길에 오른다.▲주담대 금리 석 달 만에 내린다…7월 코픽스 0.01%P↓은행 주택담보대출 변동금리의 기준이 되는 자금조달비용지수(COFIX·이하 코픽스)가 석 달 만에 하강 곡선을 그린 것으로 나타났다.16일 은행연합회에 따르면 지난 달 신규 취급액 기준 코픽스는 3.69%로 전달보다 0.01%포인트(p) 내렸다. 이로써 지난 5월에 이어 두 달 연속 상승을 기록했던 신규 취급액 기준 코픽스는 3개월 만에 하락 전환했다.시중은행들은 오는 17일부터 신규 주택담보대출 변동금리에 이날 공개된 코픽스 금리를 반영한다. 코픽스는 국내 8개 은행이 조달한 자금의 가중평균금리로, 은행이 실제 취급한 예·적금, 은행채 등 수신상품의 금리 변동이 반영된다. 코픽스가 떨어지면 그만큼 은행이 적은 이자를 주고 돈을 확보할 수 있다는 뜻이고, 코픽스가 오르면 그 반대의 경우다.반면 잔액 기준 코픽스는 3.83%로 같은 기간 대비 0.03%p 올랐다. 신규 취급액 코픽스와 잔액 기준 코픽스에는 정기예금, 정기적금, 상호부금, 주택부금, 양도성예금증서, 환매조건부채권매도, 표지어음매출, 금융채(후순위채 및 전환사채 제외) 수신상품의 금리가 반영된다.▲EBS '딩동댕 유치원' 자폐 스펙트럼 장애 캐릭터 '별이' 등장 [미디어 브리핑]EBS가 장애인을 향한 인식을 개선하기 위해 교육용 프로그램 '딩동댕 유치원'에 자폐 스펙트럼 장애를 가진 어린이 캐릭터를 등장시킨다.16일 복수의 언론보도에 따르면 EBS는 오는 18일 오전 8시 1TV에서 자폐 스펙트럼 장애를 가진 '별이'가 출연하는 '딩동댕 유치원'을 방송한다고 밝혔다.별이가 등장하는 '안녕, 별아' 편은 '딩동댕 유치원' 어린이들이 별이를 처음 만나는 과정을 담았다. '딩동샘'은 아이들의 눈높이에 맞춰 별이의 특징을 설명한다.자폐 스펙트럼 장애는 사회적 상호작용과 의사소통에 어려움을 보이며 활동이 제한적이고 반복적인 특성을 보이는 장애로, 작년에 화제가 된 드라마 '이상한 변호사 우영우'의 주인공이 가진 장애이기도 하다.제작진은 자폐 스펙트럼 장애를 가진 아동의 행동을 공부했고, 별이를 연기할 손 인형 연기자와 담당 성우는 자폐 스펙트럼에 관한 잘못된 편견을 낳지 않도록 특성을 연구했다고 한다.
		]"
"""대출증가 주범"" vs ""4050 역차별""…50년 주담대 '연령제한' 논란",https://n.news.naver.com/mnews/article/421/0006991566?sid=101,뉴스1,2023.08.16. 오전 6:20,"[
당국, 50년 주담대 DSR 우회 지적에 '만 34세 이하'로 제한 검토""대부분 만기 전에 대출 갚아, 2030영끌·연체율 더 심각"" 지적도



서울 시내의 한 시중은행 대출창구 모습.ⓒ News1 송원영 기자(서울=뉴스1) 국종환 기자 = 금융당국이 '50년 만기 주택담보대출'을 가계대출 증가의 원인으로 보고 젊은층으로 대출연령을 제한하는 내용의 규제를 검토하는 것으로 알려지면서 논란이 일고 있다. 금융당국은 중장년층 등 일할 수 있는 기간이 길지 않은 차주가 상환기간이 긴 초장기 주담대를 이용하는 것은 적절하지 않다고 보고 있다. 그러나 은행권과 대출차주들은 당초 50년 주담대 도입 취지가 고금리 시기에 원리금 부담을 덜기 위한 것이고, 주담대를 수십년간 상환하는 차주도 드문 만큼 연령제한은 '역차별'이라고 지적하고 있다.   16일 금융권에 따르면 대출·부동산 커뮤니티와 은행 창구 등에 50년 주담대 연령제한 소식에 대한 지적과 문의가 잇따르고 있다.금융당국이 최근 가계대출 증가의 원인 중 하나로 50년 주담대를 꼽고, 은행별 대출 현황을 점검하고 있는 것으로 알려졌기 때문이다. KB국민·신한·하나·NH농협 등 4대 은행의 지난달 50년 만기 주담대 취급액은 1조2811억원에 이른 것으로 집계됐다.특히 당국은 50년 주담대가 총부채원리금상환비율(DSR) 규제 등을 우회하는 수단으로 활용될 수 있다고 보고, 상품 가입 연령을 만 34세 이하로 제한하는 방안 등을 검토하는 것으로 알려졌다.40~50년 초장기 주담대는 금융당국이 금리인상기에 취약차주들의 원리금 상환부담을 덜어주기 위해 내놓은 아이디어다. 먼저 청년·신혼부부대출과 특례보금자리론 등 정책모기지에 도입됐고, 이어 시중은행들도 정부 기조에 발맞춰 지난해 초 40년 주담대를, 지난달부터 50년 주담대를 본격적으로 출시했다.  대출만기가 길어지면 매달 은행에 갚는 원리금 부담이 줄어들게 된다. 예를 들어 5억원을 40년 만기, 연 4.4% 금리, 원리금균등분할 조건으로 빌렸을 경우 월 원리금은 약 222만원에 달한다. 그러나 대출만기를 50년으로 늘리면 원리금은 206만원으로 16만원 줄어든다. 30년만기(월상환액 250만원)와 비교하면 원리금 부담은 44만원 줄어들게 된다.



서울 지역 아파트 단지 모습.ⓒ News1 구윤성 기자원리금이 줄어들면 DSR이 낮아지는 효과도 있다. 연소득 5000만원인 차주가 30년 만기(연 4.4% 금리)로 주담대를 이용할 경우 DSR 40% 적용 시 최대 3억3300만원까지 대출을 받을 수 있다. DSR은 연소득에서 연간 원리금 총액이 차지하는 비율로, 은행권의 경우 40%를 넘지 못하도록 제한하고 있다. 이 상황에서 만기를 50년으로 늘리면 한도는 4억300만원으로 7000만원 더 늘어나게 된다. 50년 주담대가 가계대출 증가를 부추기는 요인으로 부각되면서 금융당국은 50년 주담대 수요제한 방안 중 하나로 연령제한을 검토하고 있다. 젊은 층에 비해 일할 수 있는 기간이 상대적으로 짧은 중장년층이 상환기간이 긴 초장기 주담대를 이용하는 것은 문제가 있다는 것이다.현재 정책모기지인 특례보금자리론의 경우 50년 만기의 가입연령을 만 34세 이하로 제한하고 있다. 그러나 시중은행 50년 주담대는 신한은행을 제외하곤 별도의 나이제한을 두고 있지 않다. 그러나 40~50대 중장년 차주들을 중심으로 나이를 기준으로 초장기 주담대 이용을 제한하는 것은 부적절하다는 반론이 제기되고 있다.금융권에 따르면 주담대 차주의 평균 상환기간은 7년 정도인 것으로 알려져 있다. 대출을 만기까지 이용하지 않고 그 전에 갚는 경우가 대부분인데, 나이와 만기를 연관 지어 젊은 층만 이용하게 하는 것은 부적절하다는 것이다. 금융당국도 초장기 주담대를 처음 도입할 당시 월상환액 부담을 줄이려는 취지이지, 80세 이상까지 갚으라는 취지가 아니라고 밝힌 바 있다.  또한 한국감정원의 연령별 아파트 매입현황을 보면 30대 이하 매입비중이 올해 5월 38.24%, 지난해엔 42.3%까지 치솟아 최대치를 기록한 바 있다. 최근 영끌(영혼까지 끌어모아 대출) 매수세는 5060세대가 아닌 2030세대가 주도했다는 것이다. 이에 따라 20대 이하의 주담대 연체율은 올해 2분기 역대 최고인 0.44%까지 올랐다. 40~60대 연체율(0.20~0.21%)의 2배가 넘는다.     금융권 관계자는 ""요즘 근속기간을 보면 젊은 층이 만기까지 소득이 있을 것으로 기대하는 것도 부적절한 부분이 있다""며 ""50년 주담대의 DSR 우회를 차단하려면, 연령제한이 아닌 DSR 산정주기를 조절하는 것이 더 효율적일 수 있다""고 말했다.50년 주담대 연령제한에 대한 비난 여론이 제기되자 금융당국도 아직 정해진 방안은 없다며 신중한 모습을 보이고 있다.금융위원회 관계자는 ""필요시 제도개선을 추진할 계획""이라며 ""제도개선 방안의 구체적인 내용은 아직 확정된 바 없다""고 밝혔다.
		]"
