,0
20,#팔로우이벤트 숫자보다 치킨이 더 잘 보인다면⁉혹시… 하나금융그룹 팔로우 부족?🙄하나금융그룹 팔로우하고치킨도 받아가라굿! 🍗[🎉 #EVENT]✔ 참여방법하나금융그룹(@hanafn.official) 팔로우하고댓글에 “팔로우 완료!” 남기면 이벤트 참여 완료(* 본 게시물 좋아요 필수!)✔ 기간: 2023. 6. 23(금) ~ 7. 2(일)✔ 경품: 굽네 고추바사삭+콜라 1.25L (5명 추첨)✔ 발표: 2023. 7. 5(수) 개별DM& 본 게시물 댓글※ 이벤트 일정 및 경품은 당사 사정에 의해 변동 될 수 있습니다.※ 당첨자의 DM차단으로 연락이 불가능해 경품 발송이 어려운 경우 재발송되지 않습니다.#인스타그램팔로우 #팔로우 #이벤트#함께성장하며_행복을나누는금융 #하나금융그룹
21,"#하나금융그룹 #트래블로그 #안유진 #EVENT[하나금융그룹×안유진]여행할 때도 하나뿐인 내 편 🛫✔ 낯선 화폐도 두렵지 않은 편 💱✔ 해외수수료 걱정 없는 편 👌떠나봐 트래블로그로, 하나뿐인 여행으로!🎁#댓글EVENT🎁[하나금융그룹×안유진] 트래블로그 광고를 보고시청 소감을 댓글로 남겨주세요!추첨을 통해 선물을 드려요!* 이벤트기간 : 2023.06.23(금) ~ 07.14(금)* 당첨자발표 : 2023.07.21(금) / 본 게시물 댓글 발표* 당첨자선물 : 스타벅스 아이스 아메리카노 T(50명)#하나금융그룹 #트래블로그 #안유진#여행 #아이브 #ANYUJIN #yujin #그룹광고 #광고 #CF #event💸 하나뿐인 여행으로 트래블로그-인 (프로필 링크 클릭!)👉  https://m.hanamembership.com/mai/mAIM9100.do⠀-----※ 금융상품에 관한 계약을 체결하기 전에 금융상품 설명서 및 약관을 읽어 보시기 바랍니다.※ 금융소비자는 해당 상품 또는 서비스에 대하여 설명 받을 권리가 있습니다.※ 본 홍보물은 법령 및 내부통제기준에 따른 절차를 거쳐 제공됩니다.※ 하나머니서비스 관련 자세한 사항은 고객상담센터(1800-0000)로 문의바랍니다.※ 하나은행, 하나증권, 하나생명, 하나저축은행은 예금자보호법상 부보 금융기관이며, 하나카드 및 하나캐피탈은 부보금융기관이 아닙니다.※ 하나금융그룹 관계사들은 상호 채무를 보증하지 않습니다.※ 심의번호: 준법감시인 심의필 제2023-광고-03846호(2023.06.07)/CC브랜드 230531-0326※ 본 홍보물은 2024년 5월 31일까지 유효합니다.※ 카드명 : 트래블로그 체크카드 / 연회비 : 국내외겸용(Mastercard, UPI) 연회비 없음※ 계약체결 전 상품설명서 및 상품약관을 반드시 확인하시기 바랍니다.※ 신용카드 발급이 부적정한 경우(개인신용평점 낮음 등) 카드발급이 제한 될 수 있습니다.※ 카드이용대금과 이에 수반되는 모든 수수료를 지정된 대금 결제일에 상환하여야 합니다.※ 금융소비자는 해당 상품 또는 서비스에 대하여 설명을 받을 권리가 있습니다.※ 상환능력에 비해 신용카드 사용액이 과도할 경우, 귀하의 개인신용평점이 하락할 수 있습니다.※ 개인신용평점 하락 시 금융거래와 관련된 불이익이 발생할 수 있습니다. ※ 일정기간 원리금을 연체할 경우, 모든 원리금을 변제할 의무가 발생할 수 있습니다.※ 하나카드 준법심의 A-23-0948(2023.05.31~2024.05.30)※ 경품은 사전 공지 없이 변경될 수 있습니다.※ 당첨자의 DM 차단으로 메시지 발신이 안될 경우 당첨에서 제외될 수 있습니다.※ 동일인이 여러 계정으로 중복 당첨된 경우, 1개를 제외한 나머지 당첨 건은 취소될 수 있습니다."
22,"#하나디지털파워온프로젝트 #2기모집금융과 디지털을 융합한 아이디어로새로운 디지털 금융에 앞장 설 인재를 발굴합니다!✅ 모집기간: 2023. 6. 12(월)~ 7. 16(일)✅ 지원자격: 전국 4년제 대학교/대학원 재(휴)학생  개인 또는 팀(5인 이하) 신청✅ 주제: 디지털 기술을 활용한 금융 관련 서비스 (AI, 블록체인, 클라우드, 빅데이터)✅ 프로젝트 전체 일정: 2023. 8월~12월(5개월)- 서류접수: 2023. 6. 12(월)~ 7. 16(일) (참가신청서 및 아이디어 제안서(PPT) 제출)- 합격자 발표: 2023. 7. 24(월)- 본선대회: 2023. 8월초 | 하나글로벌캠퍼스(청라) *예정 ※ 본선대회 불참 시 과정 참여가 어렵습니다.- 최종발표회: 2023. 12월✅ 교육과정- 전문교육: 2023. 8월 (오프라인 4주 예정)- 연구 프로젝트: 2023. 9월~11월 (현업 멘토링, 월 1~2회)✅ 혜택⚫ 하나금융그룹(지주 및 관계사) 인턴 또는 공개 채용 시, 서류전형(필기포함) 면제⚫ 연구 프로젝트 개발비 지원 및 우수팀 상금⚫ 상위 입상자 20명 글로벌 기업 본사 견학 기회 제공(Google, Microsoft, AWS 중 한 곳)⚫ 저소득층 대학(원)생 가산점✅상금- 대상(1팀) : 1,000만원- 최우수상(2팀) : 500만원- 우수상(2팀): 250만원- 장려상(5팀): 100만원✅ 모집공고 상세보기 (프로필 링크 클릭) https://www.hanapoweron.com/digitalpoweron/🚩'하나 디지털 파워온'은?금융혁신 선도를 위한 하나금융그룹의 디지털 인재 양성 프로젝트입니다.#하나파워온 #하나디지털파워온 #하나금융그룹#Hanapoweron #디지털인재양성 #인재양성프로젝트 #금융인재"
23,"#하나파워온세컨드라이프 #교육생모집제2의 인생을 계획하신다면!'하나 파워온 세컨드 라이프'와 함께 도전하세요!✅ 신청기간: 2023. 6. 15(목) 부터 (회차별 기간 상이)✅ 신청대상: 지역 기업 및 지역 일자리로 취업을 희망하는 4050 신중년(수도권 거주자에 한함 / 서울, 경기, 인천)❗ 이런분들께 적극 추천 드립니다!※ 지역 성장기업에 취업하여 역량을 발휘하고 싶으신 분※ 고향에서 취업을 통해 금의환향하고 싶으신 분※ 교육에서 취업까지 한방에 취업하고 싶으신 분✅ 프로그램✔ 1단계| 기초교육 - 온라인 / VOD 수강 (16시간)✔ 2단계| 심화교육 – 오프라인 / 집체교육 (주 2회 * 3시간 / 총 8회 / 24시간)✔ 3단계| 취업 집중 활동 - 1:1 전담컨설턴트의 상담 & 일자리 매칭 (3개월)✔ 4단계| 후속지원 – 온보딩 서비스를 통해 안정적 적응 지원 (1~3개월)✅ 교육비용: 무료✅ 모집공고 상세보기 (프로필 링크 클릭) https://www.hanapoweron.com/secondLife🚩'하나 파워온 세컨드 라이프'는?신중년 경력인재 맞춤형 취업 프로그램을 통해신중년의 취업 역량 향상과 함께 새로운 일자리를 제공하는하나금융그룹의 일자리 창출 프로그램입니다.#하나파워온 #하나파워온세컨드라이프 #세컨드라이프#하나금융그룹 #Hanapoweron #신중년취업 #제2의인생"
24,💡번뜩이는 아이디어 하나로!하나 소셜벤처 유니버시티와 함께지역에 새로운 가치를 만들어 낼초기/예비 청년 창업가를 찾습니다! ✅ 기간: ~ 2023.7.2(일) 까지✅ 대상: 만 18세 이상 34세 이하 청년 개인 또는 팀✅ 모집공고 상세보기 (프로필 링크 클릭) https://www.hanapoweron.com/social/team_app※ 세부 신청자격은 위의 링크된 홈페이지를 참조해주세요!✅ 참여 혜택1. 창업 교육 수료시 1인당 100만 원 참여수당 지급2. 우수 창업 60팀 추가 지원금 300만 원 지원3. 최종 진출팀 4박 5일 제주도 워케이션4. 최종 성과 공유회 총 상금 1.5억원더 자세한 내용이 궁금하다면“하나 파워 온” 홈페이지를 참조해주세요!🎈하나 소셜벤처 유니버시티는?지역의 30개 대학들을 거점으로실전형 창업 교육 및 다양한 지원을 연계하는하나금융그룹의 지역 청년 창업가 육성 프로그램입니다.#하나금융그룹 #하나파워온 #하나파워온챌린지#사회공헌 #ESG #지속가능 #소셜벤처유니버시티#청년취업 #창업 #창업지원 #취업지원#지속가능성 #지역생태계
25,"#쿨쿨옷장 #의류기부캠페인 #EVENT⠀지금 옷장 속에서 쿨쿨 잠자고 있는의류, 인형, 가방을 기부하고자원 재순환에 동참하세요!⠀쿨쿨옷장 캠페인에 참여 후 인스타그램에 인증샷 업로드 시추첨하여 선물까지! 🎁일석이조의 기회 놓치지 마세요~👏⠀👕 쿨쿨옷장 캠페인- 참여기간: 2023. 6. 20(화) ~ 7. 21(금)- 참여대상: 기부에 동참하고 싶은 누구나- 참여방법1. 하나원큐 실행 > 이벤트 > 쿨쿨옷장 배너 클릭 > 기부 접수2. 신청서 작성3. 물품 기부 방법(택 1) * 하나은행 영업점 방문 기부 * 택배 신청 * 본점 사옥(명동, 을지로, 여의도, 청라, 강남) 로비 기부함👚쿨쿨옷장 참여 이벤트 🎁✅ 기간: 2023. 6. 20(화) ~ 7. 21(금)✅ 경품: 스타벅스 아이스 아메리카노 T⠀[#EVENT1]하나원큐를 통한 기부 참여자중30명 추첨 커피쿠폰 증정✅ 당첨자발표: 2023. 7. 28(예정)* 기부 신청시 작성한 연락처로 개별 문자 발송⠀[#EVENT2]하나원큐를 통한 기부 참여자 중인스타그램 기부 인증샷 이벤트 참여자20명 추첨 커피쿠폰 증정- 인증샷 업로드(전체공개) 필수해시태그: #하나의류기부 #쿨쿨옷장 #하나금융그룹 ✅ 당첨자발표: 2023. 7. 28(예정) | 본 게시물 댓글⠀⠀※유의사항※* 본 의류기부 캠페인 <쿨쿨옷장>은 하나원큐 앱을 통해 참여하실 수 있습니다.* 참여 이벤트는 기부에 참여하신 분들을 대상으로 진행하는 것으로, 하나원큐에서 기부 참여를 하지 않으신 분들은 당첨자에서 제외될 수 있습니다.* EVENT1은 하나원큐를 통해 기부에 참여하신 분들은 자동 응모 되며, 당첨자는 개별문자로 발송됩니다.* EVENT2는 하나원큐를 통해 기부 참여 신청서를 작성하신 후, 인스타그램 인증샷으로 참여하실 수 있습니다.⠀#ESG #발달장애인 #쿨쿨옷장캠페인#의류기부 #의류나눔 #이벤트 #하나금융그룹ESG"
26,"#하나은행인비테이셔널 #KPGA #현장스케치⠀⛳ 드디어 하나은행 인비테이셔널의 막이 올랐다! ⛳아시아 최고의 선수들이 펼치는 명경기!🎇뜨거웠던 1,2라운드의 현장 속으로여러분을 초대합니다!💌하나은행 인비테이셔널은일본 Chiba Isumi GC에서6월 18일까지 진행되는데요!생중계로도 멋진 승부를 보실 수 있으니선수들에게 끝까지 많은 응원 부탁드립니다💖⠀────────────────────[하나은행 인비테이셔널 생중계 일정]✔ 중계 채널: SBS GOLF 2🕗3라운드2023. 06. 17(토) 12:00 ~ 17:00🕗4라운드2023. 06. 18(일) 12:00 ~ 17:00────────────────────⠀#하나은행_인비테이셔널 #골프대회 #골프#코리안투어 #하나금융그룹 #하나은행"
27,"한국인이라면 맞힐 수 있는 퀴즈?🤔시켜줘 명예 한국인…🙌같이 정답 맞히고 선물도 받아 가세요!🎁🍀 힌트개그맨 김용명이하나금융그룹의 인턴으로 입사해줍깅 챌린지, 장애인 국가대표 선수단 응원 등다양한 ESG 미션을 수행하는하나TV 유튜브 콘텐츠의 이름은?📺 영상보고 정답 맞히기 (영상 꼭 시청하기!😍)https://youtu.be/xu84rg1oKy4[🎉 #EVENT]1⃣ 하나금융그룹 인스타 팔로우를 한다! (필수)2⃣ 본 게시물 댓글에 문제의 답을 적어주세요!(* 본 게시물 ♥꼭 누르기!)✔ 기간: 2023. 6. 16(금) ~ 6. 25(일)✔ 경품: 스타벅스 아이스 아메리카노 Tall(10명 추첨)✔ 발표: 2023. 6. 28(수) 개별DM& 본 게시물 댓글 발표※ 이벤트 일정 및 경품은 당사 사정에 의해 변동 될 수 있습니다.※ 당첨자의 DM차단으로 연락이 불가능해 경품 발송이 어려운 경우 재발송되지 않습니다.#이벤트 #퀴즈이벤트 #인턴 #인턴생활 #김용명#ESG캠페인 #환경보호 #환경지키기#함께성장하며_행복을나누는금융 #하나금융그룹"
28,KPGA 코리안투어하나은행 인비테이셔널 6월 15일 시작!! 하루 앞서 14일엔 공식 포토콜이 진행되었는데요!!그 현장을 살짝 공개합니다! 😘⛳하나은행 인비테이셔널✔ 일정: 2023.06.15(목) ~ 06.18(일)✔ 장소: 일본 치바 이즈미GC✔ 상금: 총 상금 10억원 (우승 상금 2억원) 규모✔ 중계: SBS GOLF 2나흘간 펼쳐지는 선수들의 멋진 플레이를 기대해주세요!#하나은행 #하나은행인비테이셔널 #골프대회 #골프 #kpga #하나금융그룹*음원출처음악: Shooting Star음악가: GvidonURL: https://pixabay.com/music/-shooting-star-18559/
29,@___ 이런 꿀팁 들어봤어??🍯꿀팁 같이 알고 싶은 사람? 🤭#칼퇴근 #직장생활 #직장생활꿀팁 #월급루팡#별돌이 #하나금융그룹
30,"#하나은행인비테이셔널 #KPGA #이벤트 '2023 하나은행 인비테이셔널' 대회가6월 15일 시작됩니다! 🏌🏌‍♂️ 이번 대회는 2008년 한‧중 투어인비테이셔널 대회를 확대·계승했으며,동북아 지역의 문화교류를 통한골프스포츠의 발전과 성장을 목표로일본에서 개최하게 되었는데요! 총 상금 10억원 규모! 우승 상금 2억원의 주인공은 누가 될지! 아시아 각국을 대표하는 144명의 선수들이펼치는 멋진 플레이를 놓치지마세요! 😚____________________⛳하나은행 인비테이셔널✔ 대회일정: 2023.06.15(목) ~ 06.18(일)✔ 대회장소: 일본 치바 이즈미 골프클럽✔ TV중계: SBS GOLF 2____________________[#EVENT]✅참여방법(🚩하나금융그룹 인스타그램 팔로우 필수) 본 게시물을 전체공개로 리그램하고,출전하는 선수들을 향한 응원의 메시지를아래 댓글에 남겨주세요!(* 리그램 필수 해시태그)✔ #하나은행인비테이셔널 #하나은행 #KPGA ✅이벤트기간: 2023. 06.13(화)~06.17(토)✅경품: 스타벅스 부드러운 디저트 세트 (5명 추첨)✅당첨자발표: 2023. 06.22(목) | 본게시물 댓글 📌이벤트 유의사항※ 이벤트 일정 및 경품은 당사 사정에 의해 변동 될 수 있습니다.※ 당첨자의 DM차단으로 연락이 불가능해 경품 발송이 어려운 경우 재발송되지 않습니다.※ 다중계정 응모가 확인될 경우 당첨이 취소될 수 있습니다.------- #하나은행_인비테이셔널 #골프대회 #골프#응원이벤트 #리그램이벤트 #소문내기이벤트 #함께성장하며_행복을나누는금융 #하나금융그룹"
31,#EVENT #하나은행인비테이셔널 #KPGA '2023 하나은행 인비테이셔널' 개최 소식소문내고 선물도 받아가자!하나은행 인비테이셔널이일본에서는 처음 개최되는데요😆아시아 각국을 대표하는144명 선수들의 시-원한 플레이!많은 관심과 응원 부탁드립니다❤⛳하나은행 인비테이셔널✔ 일정: 2023.06.15(목) ~ 06.18(일)✔ 장소: 일본 치바 이즈미GC✔ 상금: 총 상금 10억원 (우승 상금 2억원) 규모✔ TV중계: SBS GOLF 2[#이벤트]✅참여방법(*하나금융그룹 인스타그램 팔로우 필수)본 게시물 리그램하고 친구를 태그해서하나은행 인비테이셔널 개최 소식을 알려주세요!(필수 해시태그) *리그램은 전체공개✔ #하나은행인비테이셔널 #하나은행 #KPGA✅이벤트기간: 2023. 06.09(금)~06.17(토)✅경품: BHC 뿌링클+콜라1.25L(5명 추첨)✅당첨자발표: 2023. 06.21(수) | 본게시물 댓글 발표📌이벤트 유의사항※ 이벤트 일정 및 경품은 당사 사정에 의해 변동 될 수 있습니다.※ 당첨자의 DM차단으로 연락이 불가능해 경품 발송이 어려운 경우 재발송되지 않습니다.※ 다중계정 응모가 확인될 경우 당첨이 취소될 수 있습니다.-------#하나은행_인비테이셔널 #골프대회 #골프#소문내기이벤트 #축하이벤트 #리그램이벤트#함께성장하며_행복을나누는금융 #하나금융그룹
32,일찍 일어나는 새가 …별돌이는 그런거 몰라 더 잘래 👶@___ 별돌이 같은 친구 모여!#일찍_일어나는_새가_피곤하다 #늦잠자는_별돌이 #별돌이 #하나금융그룹
33,끝장나는 여름 휴가를 보내기 위한 계획 짜기!😎찐 J의 여행 계획표란 이런 것이다! 📅여름 휴가는 2달 전부터 짜야 제 맛이지🗯여행 계획 제대로 짜는 법이 알고 싶다면?얼른 핫!토킹어바웃 EP6  확인하자구!😉👉bit.ly/3MvmAxM(인스타그램 프로필 링크에서도 확인 가능❣)#여름휴가 #해외여행 #국내여행 #여행계획#핫토킹어바웃 #직장인 #여행스타일#함께성장하며_행복을나누는금융 #하나금융그룹
34,"#EVENT #빈칸퀴즈 #낱말퀴즈하나금융그룹이 준비한 오늘의 퀴즈는⁉ESG경영을 통해 모두가 행복한 사회를 만들어나가는 하나금융그룹!💚힌트를 보고 빈칸 퀴즈를 맞혀보세요!🍀 힌트취약 계층 지원으로 사회 불평등을 해소하고일자리 창출에 기여하는하나금융그룹의 대표적인 사회 가치 창출 프로그램‘OOOOO’과연 답은 무엇일까요?정답을 맞히신 분들 중 추첨하여 선물을 드립니다!🎁🍀 이벤트 참여 방법1⃣  하나금융그룹 인스타 팔로우를 한다! (필수)2⃣  본 게시물 댓글에 낱말을 조합해서 답을 적어주세요!(* 본 게시물 ♥꼭 누르기!)✔이벤트 기간2023. 5. 25(목) ~ 6. 4(일)✔경품- 스타벅스 아이스 카페 라떼 tall (10명 추첨)✔당첨자 발표2023. 6. 8(목) | 댓글 및 개별 DM※ 경품은 사전 공지 없이 변경될 수 있습니다.※ 당첨자의 DM 차단으로 메시지 발신이 안될 경우 당첨에서 제외될 수 있습니다.※ 동일인이 여러 계정으로 중복 당첨된 경우, 1개를 제외한 나머지 당첨 건은 취소될 수 있습니다.#댓글이벤트 #낱말퀴즈이벤트 #팔로우 #인스타그램팔로우"
35,"#대전하나시티즌 #대전하나시티즌팬클럽 대전하나시티즌이 당신을 기다립니다!⚽대전하나시티즌 팬이라면 절대 놓칠 수 없는무료 멤버십 서비스!🎫홈경기 티켓 할인부터 이벤트 선발 우대까지!💥오직 대전하나시티즌 팬클럽만이 누릴 수 있는다양한 혜택을 지금 당장 확인해보세요!---------------------------------------✅ 모집 기간: 2023.05.10 (수) ~ 별도 종료시까지✅ 대상: 대전하나시티즌에 관심있는 만 14세 이상 손님 모두✅ 주요 혜택- 대전하나시티즌 MD샵 5%추가 할인- 대전하나시티즌 홈경기 현장 티켓 구입 5% 추가 할인- 이벤트 선발 우대 등 팬클럽 전용 혜택 부여✅가입 방법☝ STEP 1. 하나은행 앱 '하나원큐'내 대전하나시티즌 팬클럽페이지에서 ‘팬클럽 가입 및 확인’터치✌ STEP 2. 마케팅 문자메세지 수신 동의, 마케팅 푸시알림 동의 후 팬클럽 가입 완료 ✅이용 방법 ☝ STEP 1. 팬클럽 가입 후 우측 상단 '바코드 확인' 버튼 혹은 하단의 '팬클럽 가입 및 확인' 버튼 터치✌ STEP 2. 팬클럽 바코드를 보여주시고 할인 혜택 누리기!🚩 팬클럽 가입은 프로필 링크를 클릭하세요!------------------------------------------#축구 #대전하나시티즌무료멤버십 #승리기원 #K리그#별돌이 #스포츠 #하나원큐 #하나금융그룹"
36,"#하나증권테니스페스티벌 #테니스페스티벌 #원큐프로챌린지⠀하나 둘 핫-둘!🎾어디론가 놀러 가고 싶은 요즘, 색다른 활동을 찾는다면?🧐누구나 즐길 수 있는 하나증권 테니스 페스티벌에놀러오세요!💌전국 테니스 동호인들의 테니스 대회도 즐기고!원큐프로 챌린지 부터 모두의 테니스까지~다양한 이벤트에 참여하고 주식매수 쿠폰도 받아가세요!────────────────────✅ 참여비무료✅ 일시2023. 5.20(토) ~ 2023. 5.21(일)✅원큐프로 챌린지 진행 일정5.20(토) ~ 5.21(일) 10:30 ~ 18:00✅모두의 테니스 진행 일정5.20(토) 11:00 ~ 18:005.21(일) 11:00 ~ 16:00✅ 장소올림픽공원 테니스 경기장 일대────────────────────테니스 경험과 실력에 상관없이모두가 즐길 수 있는 테니스 축제의 장!!테니스 사랑하는 분들이라면 놓치지 마세요~😍#테니스 #테니스행사 #테니스대회#가족피크닉 #올림픽공원 #원큐스탁 #하나증권#함께성장하며_행복을나누는금융 #하나금융그룹"
37,"#EVENT #세상에하나뿐인내편 #친구공유이벤트⠀세상에 ‘하나’뿐인 네 편!하나금융그룹은 언제나 당신 편에서 함께 하겠습니다.⠀손님 편에서 함께 공감하고, 응원하고, 행동하며‘내 편’이 되는 하나금융그룹의 모습을 친구들과 공유해주세요!⠀✔#이벤트 참여 방법1. 하나금융그룹 인스타 팔로우를 한다! (필수)2. 본 게시물 댓글에 항상 당신의 편이 되어준 친구를 태그하고 감사의 한마디를 남겨주세요!(* 본 게시물 ♥꼭 누르기!)⠀✔이벤트 기간- 2023. 5. 16(화) ~ 5. 31(수)⠀✔경품- 굽네 고추바사삭+콜라1.25L (10명)⠀✔당첨자발표- 2023. 6. 9(금) | 댓글 및 개별 DM⠀※ 경품은 사전 공지 없이 변경될 수 있습니다.※ 당첨자의 DM 차단으로 메시지 발신이 안될 경우 당첨에서 제외될 수 있습니다.※ 동일인이 여러 계정으로 중복 당첨된 경우, 1개를 제외한 나머지 당첨 건은 취소될 수 있습니다.⠀#그룹광고 #광고 #CF #이도현 #leedohyun#공유이벤트 #인스타이벤트#함께성장하며_행복을나누는금융 #하나금융그룹"
38,"일생에 한 번 뿐인 설레이는 성년의 날!💐행복한 오늘, 선물로 별돌이는 어때?😊🌟 스무 살의 시작을별돌이가 함께 응원할게! (❁ ́▽`❁) #성년의날 #성년의날축하해 #어른 #스무살 #새내기 #별돌이 #하나금융그룹"
