,content
231,"리그램 - @nextrise_seoul🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료!댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
232,"#리그램 - @nextrise_seoul by @get_regrammer🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
233,"🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료!댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
234,"🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료!댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
235,"Posted @withregram • @nextrise_seoul 🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
236,"""조선에서 on 리골렛토""를 검색하니 기사가 나오네요! 여기저기 소문내주셔서진심으로 감사드립니다. 800석 전석매진!😆🤣 후원해주신 산업은행, 미래엔하동스타웨이그리고 저희 단체에 물심양면으로 관심가져주신강동구청장님과 이해식,전주혜,진선미의원님 진심으로 감사드립니다.앞으로 더 다양한 프로젝트로 곧 만나뵙겠습니다. 씨유순! 🤗🤗#경기아트컬쳐#유니벌스오케스트라#오페라#조선에서온리골렛토#조선판리골렛토#예술총감독최인애#연출홍석임#기획백우주#제작이채현#음악코치홍성미#산업은행#미래엔#하동스타웨이"
237,"@nextrise_seoul 🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료!댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
238,"#리그램 - @nextrise_seoul by @get_regrammer🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
239,"#리그램 - @nextrise_seoul by @get_multi_repost🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
240,"#리그램 - @nextrise_seoul by @get_multi_repost🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
241,"#리그램 - @nextrise_seoul by @get_multi_repost🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
242,"nextrise_seoul 🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료!댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
243,"🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANKReposted from @nextrise_seoul"
244,"🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료!댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
245,"#리그램 - @nextrise_seoul by @get_regrammer🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
246,"#리그램 - @nextrise_seoul by @get_multi_repost🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
247,"#리그램 - @nextrise_seoul by @get_regrammer🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
248,"13일, 산업은행 부산이전 관련기관 간담회에 참석했습니다.김주현 금융위원장과 이원재 국토교통부 제2차관, 강석훈 산업은행 회장은 산업은행 이전에 대해 컨설팅과 지정고시, 정책금융 역량 강화 방안 등 기관별 역할을 설명하며 국회의 적극적인 도움을 요청하였습니다.하지만 민주당은 산업은행 부산이전 반대를 위한 꼼수 입법으로 정치적 논리만을 내세우며 지역균형발전이라는 명분을 외면하고 있으며, '스탈린 시절 고려인 강제 이주'에 비유하는 막말도 서슴치 않고 있습니다.대안을 찾기 보다 반대에만 급급한 민주당은 부산이전 반대에 대한 명확한 근거를 밝히고 명분이 없다면 산업은행 부산이전에 적극 협조해야 할 것입니다.#산업은행 #부산 #이전 #지역균형발전 #민주당 #부산이전 #국민의힘 #황보승희"
249,"@nextrise_seoul 🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료!댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
250,"#리그램 - @nextrise_seoul by @get_regrammer🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
251,"@nextrise_seoul 🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈 🔔NextRise 소문내기 EVENT 참여방법!🔔 1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기! 2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP! 🎁당첨 선물! 네이버페이 10,000원 (10명) / 커피쿠폰 (50명) ⌛참여기간! 2023.04.05(수) ~ 2023.04.21(금) 🔎당첨자 발표 2023.04.28(금) 글로벌 스타트업 페어 NextRise 2023, Seoul 넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀 ⭐COMING SOON⭐ 공식홈페이지 : www.nextrise.co.kr 스타트업을 위한 Global Fair! NextRise 2023, Seoul #사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
252,"차별 없는 세상이 오길 바랍니다#리그램 - @nextrise_seoul by @get_multi_repost🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
253,"#리그램 - @nextrise_seoul by @get_multi_repost🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
254,#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK
255,"Posted @withregram • @nextrise_seoul 🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료! 댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
256,"🎈NextRise 2023, Seoul이 6월 1일(목) ~ 2일(금) 코엑스에서 개최됩니다!🎈🔔NextRise 소문내기 EVENT 참여방법!🔔1. 넥스트라이즈 (@nextrise_seoul) 팔로우 하기!2. 본 이벤트 게시물 좋아요 누르기❤3. 공유한 링크를 댓글로 남겨주시면 참여완료!댓글로 친구소환까지 하면 당첨확률 UP!🎁당첨 선물!네이버페이 10,000원 (10명) / 커피쿠폰 (50명)⌛참여기간!2023.04.05(수) ~ 2023.04.21(금)🔎당첨자 발표2023.04.28(금)글로벌 스타트업 페어 NextRise 2023, Seoul넥스트라이즈에서 스타트업의 모든 것을 만나보세요!😀⭐COMING SOON⭐공식홈페이지 : www.nextrise.co.kr스타트업을 위한 Global Fair!NextRise 2023, Seoul#사업협력 #투자유치 #오픈이노베이션#스타트업 #Startup #Nextrise2023Seoul #산업은행 #한국산업은행 #한국무역협회 #스타트업박람회 #startups #넥스트라이즈 #nextrise #스케일업 #scaleup #스타트업투자 #startupinvestment #사업투자#유니콘기업 #unicorns #스타트업지원 #KDB #KDBBANK"
