,content
262,다양한 제품!! 다양한 옵션으로진행되는 초 간단  부업초보도 쉽게 접할수있습니다.가입첫날 부터 수익나는 부업✔️부모님도움 없이 결혼준비✔️32살 47평 내집마련✔️버킷리스트 타고싶은차 타기✔️학자금 한번에 갚고✔️여행 마음껏 다니기매년 버킷리스트를 이루고 있어요치솟는 물가와막막한 금리로더이상 월급으로는 무리 🥹이게 바로 현실이랍니다👍🏻도전하세요 누구나 할수 있는 일��#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국
263,🏦 기계가 나보다 더 똑똑한건 확실함...👩🏻‍💼👨🏻‍💼👩🏻‍💻👨🏻‍💻#서뱅크 #사람들이잘모르는은행이야기 #은행원-#우리는아무잘못도없다 #기계는거짓말을하지않지#명세표를잘보자 #해답은거기에 #해답은님손에#남탓하기전에나부터돌아볼줄아는사람이되길-#농협 #신한은행 #우리은행 #국민은행 #대구은행 #기업은행#새마을금고 #우체국 #하나은행 #신협 #산업은행 #경남은행#전북은행 #수협 #부산은행 #제주은행 #광주은행
264,"힙지로에 전시가 열렸다고?IBK 기업은행 신진작가 지원 프로젝트「IBK&GMoMA Young Artists 2023」  개최✨다양한 장르에서 자신만의 색깔을 표현하는 신진작가 성장지원 프로젝트🤟🏻개인전 개최, 신작 제작 지원, 전시 홍보까지!기업은행이 신진 작가를 지원합니다🙏🏻📌HIP한, 첫 번째 전시 사진 매체의 확장 가능성을 탐구하는오가영 작가의 ‘Half Sticky 해프 스티키’ 展멋진 작품 함께 감상해 볼까요?「IBK&GMoMA Young Artists 2023」  Half Sticky 해프 스티키 展✔️ 기간 : 2023.07.05(수) ~ 8.10(목)✔️ 장소 : 서울특별시 중구 을지로 79 (IBK기업은행 본점 로비) ✔️관람시간 : 상시개방 Hot 한 힙지로 구경하고, 시원한 IBK 본점 로비에서 전시 관람하는 코스 어때요? 신진작가들에게 많은 응원 부탁드려요!#기업은행 #힙지로 #경기도미술관 #GMoMA #신진작가 #오가영"
265,❤️❤️❤️
266,아이티키의 퇴직연금은 ‘확정기여형(DC)' 인데요!그 중 ’최적금리 자동매수(포괄운용지시)‘ 를 선택하셨더 분들은 주목해주세요~해당 방법은 폐지가 되고 ‘사전지정운용제도(디폴트옵션)‘ 가 도입되었다고 해요(7/12 시행)따라서최적금리 자동매수를 선택하셨던 분들은 기업뱅킹에 들어사서 방법을 변경해주시면 됩니다!변경하지 않을 경우는 신규입금+만기도래금액이 ’현금성자산‘ 으로 자동 편입됩니다 :) 변경을 희망하실경우 해주시면 됩니다!*사전지정운용제도:가입자(근로자)가 운용지시가 없을 경우 가입자가 사전에 정해놓은 방법으로 퇴직연금을 운용하는 제도-초저위험/저위험/중위험/고위험 등급별 포트폴리오 제공*원리금보장형(현금성자산) : 투자나 다른 목적이 아니라 단기의 현금수요를 충족하기위한 목적으로 보유❗️즉 원리금보장형(현금성자산) 또는 비보장형(펀드 등) 중 고르는 것이라고 생각하시면 됩니다❗️
267,장미꽃 천국🌹 🌹날 너무 좋아서 얼굴부터 쇄골까지 다 탈 뻔했지만 좋았다💛
268,퍼퓸핸드크림요거 바르면 주변에서 무슨향수쓰냐고향이 넘 좋다고 알려달란 얘기 자주 들어요!선영이랑 💕함께하는💕 구매대행(❣️모든 제품❣️은 가격차이로 수익10%~25% 볼수있습니다 )#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국
269,"🔔청년도약계좌 신청기간(7월 3일~14일)✔️매월 가입신청 가능✔️해당기간 동안은 출생연도와 관계없이 가입신청 가능✔️청년층(만 19세~34세) 중장기 자산 형성 지원✔️납입금 + 이자 + 정부기여금 + 비과세 적용✔️11개 은행 앱(APP)에서 비대면 신청*농협, 신한, 우리, 하나, 기업, 국민, 부산, 광주, 전북, 경남, 대구은행#청년 #청년도약계좌 #은행 #금리 #적금 #정부기여금 #정부지원 #청년지원 #농협 #신한 #우리 #하나 #기업 #국민 #부산 #광주 #전북 #경남 #대구 #농협은행 #신한은행 #우리은행 #하나은행 #기업은행 #국민은행 #부산은행 #정보 #혜택 #대한금융신문_정보 #대한금융신문"
270,📓23.07.03☀️처음으로 면접을 본 날이었다.사실 서류도 붙을 줄은 몰라서 별 생각없이 가긴 했다.경험을 쌓는 느낌으로다가…다들 말도 조리있게 잘하고 역시 나는 준비를 안 한 티가 났다.이리 저리 치이고 나니 어떻게 뭘 준비해야 되겠다라는 틀이 잡혀서 그래도 좋았다.면접을 같이 본 조원 중 6명이서 점심을 먹었다.점심 시간대에 을지로 쪽에서 밥을 먹다니.냉라멘을 먹었는데 그렇게 내 스타일은 아니었다.같이 면접을 본 사람들이랑 이런 저런 얘기를 하다보니 더더욱 방향성이 잡힌 것 같았다.집에 오니 발 뒷꿈치가 다 까져있었다.더비를 작년에는 꽤 많이 신었는데 또 어느 정도 안 신다보니 그새 발이 또 적응시기를 가져야 했나보다.큰 산이 하나 지나가서 그래도 한결 마음이 놓인다.내일부터 다시 현생 살아야지.#기업은행 #면접 #IBK #냉라멘
271,매일매일 놀고만싶다😎
272,사회에 찌들긴했나보다 금융치료로 버티는중...🤓
273,🔥
274,샤넬선글라스.쉐잎도 예쁘고 유행없이 너무 예쁜 로고선글!다리가 넘 예뻐서 머리위에 얹어도 착용해도 존재감이👍🏻퀼팅 사이사이 작은로고들 너무 예쁘죠😎#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국
275,식사메뉴도 있어 브런치하기도 좋아요😊
276,계곡 따라 첨벙첨벙 더위여 안녕~👋홍천 수타사계곡을 소개해요홍천 공작산에 있는 '수타사계곡'은 천 년 역사를 가진 수타사와 수려한 계곡이 어우러진 명소예요 ! 🌊수타사계곡 물길 트레킹은 계곡 상류부터 수타사까지 계곡을 첨벙첨벙 걷는 걸 말해요한여름에만 허락된 물길 트레킹수타사계곡에서 무더위를 날려볼까요?자세한 내용은 with IBK 7월호에서 만나보세요!📍ibkmagazine.co.kr <IBK 7월호 > #IBK기업은행 #기업은행 #IBK #with IBK #with IBK7월호 #공작산 #홍천 #수타사계곡 #계곡 #물길트레킹 #트레킹
277,#230702#VNL#발리볼네이션스리그#KOVO #배구 #프로배구 #여자배구 #기업은행 #IBK #IBKALTOS #기업은행알토스배구단 #리베로 #신연경..VNL끝 수고했어~이제 코보컵!!!
278,"16일 회원님 성공후기..⠀남편보다 잘벌고 싶었고아이들 학원비라도 벌어 보겠다 해서시작하게 된 지금의 일‘◡’⠀남편보다 많이 벌어서큰소리 칠수 있어서 너무 좋대요 ㅋㅋ⠀저는 이게 뭔지 너무 잘 알아요저도 제가 벌기 전 남편 눈치보면 살았던평범한 육아맘이였어요⠀⠀내가 할수 있을까?돈을 벌수 있을까?⠀고민 하지 마세요!!⠀“벌어야 하는 이유”누구에게나 있을꺼에요⠀목표를 정해서 목표를 이룰수 있도록제가 도와드릴꺼에요 ⠀⠀누군가를 부러워만 하고해볼까,말까고민하고 두려워만 한다면⠀결국 제자리더라구요⠀저는 돈 잘버는 방법을너무나도 잘알고 있어요⠀환경을 바꿔야 내 삶도,내주변도바뀌더라구요⠀꿈만 꾸지 말고꿈을 하나씩 이뤄가보는건 어떠세요?⠀꾸준하게잼나게 일하고 돈벌고 싶으신분들편하게 상단링크로 문의주세요..⠀일을 해볼까,말까는상담후 결정하셔도 되세요‘◡’#모던#제평#여은파#슈아멜#보타랩#하이클래스#아우라#가르시니아#디톡스#콜라겐#하나은행#국민은행#신한은행#신협#농협은행#기업은행#씨티은행#우리은행"
279,"16일 회원님 성공후기..⠀남편보다 잘벌고 싶었고아이들 학원비라도 벌어 보겠다 해서시작하게 된 지금의 일‘◡’⠀남편보다 많이 벌어서큰소리 칠수 있어서 너무 좋대요 ㅋㅋ⠀저는 이게 뭔지 너무 잘 알아요저도 제가 벌기 전 남편 눈치보면 살았던평범한 육아맘이였어요⠀⠀내가 할수 있을까?돈을 벌수 있을까?⠀고민 하지 마세요!!⠀“벌어야 하는 이유”누구에게나 있을꺼에요⠀목표를 정해서 목표를 이룰수 있도록제가 도와드릴꺼에요 ⠀⠀누군가를 부러워만 하고해볼까,말까고민하고 두려워만 한다면⠀결국 제자리더라구요⠀저는 돈 잘버는 방법을너무나도 잘알고 있어요⠀환경을 바꿔야 내 삶도,내주변도바뀌더라구요⠀꿈만 꾸지 말고꿈을 하나씩 이뤄가보는건 어떠세요?#모던#제평#여은파#슈아멜#보타랩#하이클래스#아우라#가르시니아#디톡스#콜라겐#하나은행#국민은행#신한은행#신협#농협은행#기업은행#씨티은행#우리은행"
280,푹 쉬었으니 다시 열일하자🔥내일 출장도 화이튕
281,돔페리뇽과 함께 하니 분위기에 취하고 맛에 취해서 진톡이 술술 나왔다!ㅎㅎ
282,🔺조피티짐7월 스케쥴표 입니다.참고하세요. .⭐️숨어있던 근육들을 깨울께요⭐️안보이던 S라인 살려드릴께요⭐️떨어진 체력을 UP시켜드릴께요앞에서 당겨주고 뒤에서 밀어줄테니따라만와🎶🎶~~👊⠀지금부터 시작입니다.⠀⠀⠀다이어트는 오늘부터..내일로 미루면 늦어요#장안동 #기업은행 2층저희 운영시간은▶️평일 오전8시~오후11▶️토요일 오전8시~오후8시▶️공휴일 오전10~오후6시🔸️매주 일요일 휴무
283,☑️고객만족도 1위◆.☑️철통보안 보장◆.☑️누구나 어려운 상황 겪고 있을수 있습니다◆.☑️혼자 고민하시지말고 연락주세요◆.......#증거수집 #신분증#밥 #강아지겨울옷 #젊줌마일상#기업은행 #머그잔 #트레이닝복세트#조카스타그램💕 #우리아미상받았네 #불당동술집
284,라는 대규모 신상카페예요☕️
285,"6월의 마지막 뉴스레터💌 소상공인을 위한 #소화제💡 소진공, 전통시장 활성화·안전 협약 체결💡 KB국민은행, 소상공인 대출금리 0.5%p 인하💡 LH, 자립준비청년에 매년 입주지원금 3억원 지원💡 기업은행, 네이버 입점 소상공인 대출 선봬💡 카카오페이·함께일하는재단, 소상공인 판로 지원 사업 '오래오래 함께가게'6월 다섯째 주, 주요 키워드📁#소진공 #KB국민은행 #LH입주지원금 #기업은행 #카카오페이 #소상공인 #소공인 #전통시장 #뉴스 #이슈🤳영상으로 만나는 소화제는 ❛소상공인방송❜ 유튜브 또는 네이버TV에서 시청할 수 있습니다."
286,"#EVENT 세상을 바꾸는 혁신기업 프로젝트 🌶다양한 음식과 잘 어울리는 매운맛을 찾는다면?국산 홍고추와 청양고추를 담은 한국인의 맛 '진돗개 핫소스＇ 　👨 🍳네키드크루(@jindotgaehotsauce) 조준기 대표　✔ IBK창공 마포3기 선정✔ 이태원 윙 전문점 네키드윙즈 운영✔ 세계인의 입맛을 공략할 K소스 개발　IBK기업은행이 혁신기업을 응원합니다💙　🎁댓글 #이벤트1 채널 팔로우하고 게시물 좋아요 클릭2 댓글로 ‘진돗개 핫소스’ 함께 먹고 싶은 친구를 태그해 주세요!( 친구에게 추천하면 당첨확률 UP! )　📍기간 : 23년 6월 30일 ~ 7월 5일📍발표 : 23년 7월 14일 (개별 DM 발표) 📍경품 : 네키드크루 진돗개 핫소스 (17명)　※ 비공개 계정, 팔로우 하지 않은 계정, 태그 없이 업로드 시 당첨에 제외될 수 있습니다. 당첨 메시지 받으신 후 일주일 이내에 개인정보 미회신 시 당첨에서 제외될 수 있습니다. 이벤트 및 상품은 사전 고지 없이 변경될 수 있습니다."
287,.매번 찾아주신 회원님들고맙고 감사하고 사랑합니다.매일매일 행복하고 활기찬 하루가 되시길 바랍니다.문의는 프로플하단 오픈톡으로 연락주시길 바랍니다....#혼영 #사업 #요리왕 #비오니 #북항 #아버지 #라일락 #부동산 #하나은행 #우리은행 #농협은행 #농형 #국민 #하나 #우리 #은행 #기업 #기업은행 #뱅킹 #오픈뱅킹 #계좌
288,사랑하는 우리딸!!사회에 첫 발을 내딛는 새내기 은행원초심 변하지 않기힘들었던 시기는 추억으로 간직하고 미래를 위해 도약하자~~딸내미 그동안 고생했고 대견하다.연수원 생활도 화이팅~!!#기업은행 #기업은행연수원 #ibk기업은행 #기업은행충주연수원
289,☑️고객만족도 1위◆.☑️철통보안 보장◆.☑️누구나 어려운 상황 겪고 있을수 있습니다◆.☑️혼자 고민하시지말고 연락주세요◆......#휴대폰도청 #참교육#밥 #강아지겨울옷 #젊줌마일상#기업은행 #머그잔 #트레이닝복세트#조카스타그램💕 #우리아미상받았네 #불당동술집
290,"마지막 휴일 점심, #옴뇸뇸...#마지막 #휴일 #점심 #폭염주의보 #브런치 #샌드위치 #머리도시원하게자르고 #라떼도한잔 #기분도좋고 #날씨는조금덥네#수유역 #수유카페 #선데이베이글 #아기자기한카페 #기업은행 #희희 #베이글샌드위치 #☕️"
291,십원짜리적금만기 ㅋㅋㅋ맛있는거나사묵쟈♡#기업은행#적금만기#재테크#돈돈돈
292,2023.06.28~29#IBK #기업은행 #창공 #데모데이#독일 #잘란트주 #demoday #EnlightVentures
293,"[중소기업 공동구매 전용보증제도]● 중소기업 공동구매 전용보증이란?- 원부자재 구매단가 인하 지원을 통한 중소기업의 경쟁력 제고를 위해 중소기업중앙회와 기업은행이 보증기금에 출연하고 보증기금이 우대 보증하여 중소기업을 지원하는 보증제도● 지원대상- 공동구매 협동조합, 조합원사 및 중소기업● 보증규모- '20년 1,320억원● 전용보증 우대사항- (신보/기보) 보증수수료 0.5%p 차감 및 보증비율 95%- (기업은행) 은행금리 최대 2.0%p 차감 및 수수료 면제● 참여신청 안내- 031-991-1800 . #대한가구연합회 #KFFIC"
294,샤샤레인부츠 OPEN설명필요없는아이졍연예인들 사이에서도 인기있는 레인부츠♡(❣️모든 제품❣️은 가격차이로 수익10%~25% 볼수있습니다 )#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국
295,💙안녕하세요 IBK 부산경제봉사단입니다💙 요즘 날씨는 우중충하지만 마음은 따뜻해질 소식을 가지고 왔는데요! 그건 바로~~~~~~~~~~ 경봉이들의 시니어 경제교육 봉사소식 입니다!!현재 고령화 사회로 인해 시니어층은 점점 더 늘어나고 있는 상황인데요! 그래서 저희는 금융과 관련해 고령층께서 어려움을 겪는 부분에 도움을 드렸어요! 이번 교육에선 늘어나고 있는 키오스크에 대한 사용법과다양한 보이스피싱 범죄 예방에 대한 교육이 이루어졌답니다😀1) 키오스크는 사용법을 안내해 드리고 원하시는 메뉴를 직접 주문해보는 과정2) 보이스피싱 범죄예방을 위해서 여러가지 사례교육3) 시니어층의 더 쉬운 이해를 위해 상황극으로 교육이 진행되었어요!그 결과 어르신들은 이 교육에 대해 만족을 하셨고 큰 감사를 표현해주셨답니다! 이를 통해 경봉이들은 큰 뿌듯함을 느꼈고앞으로도 더 나은 교육을 위해 힘쓰기로 다짐했어요🔥이상 IBK 부산경제봉사단이었습니다💙긴 글 읽어주셔서 감사드리며 앞으로도 많은 관심 부탁드리겠습니다🙇🏻‍♂️IBK 부산경제봉사단 makes better world🌏#ibk부산경제봉사단#ibk#ibk기업은행#기업은행#금융권대외활동#대외활동#대외활동스타그램#봉사활동#많관부#상생#경제교육#대학생경제봉사단#경제봉사
296,6/23 몽키즈🙉 x 네이버💚 교류전in @sonsangwon_climbinggym_gangnam 네이버와 대규모 인원으로 함께하니 더욱 즐거웠던 손클짐🐒
297,가족이랑 나른한 👨‍👩‍👧‍👧
298,"📚알고 보면 쓸모 있는 IBK기업은행 백과사전 #알쓸기백　납부한 세금에 따라포인트가 쌓인다는 사실! 알고 계셨나요?💰　세금 포인트 확인 방법부터 사용처까지 확인해요!🧾　🎁댓글 #이벤트① 채널 팔로우하고 게시물 좋아요 클릭② @ 친구를 태그해 세금포인트에 대해 알려주세요!　📍기간 : 23년 6월 28일 ~ 7월 2일📍발표 : 23년 7월 5일(수) (개별 DM 발표)📍경품 : 스타벅스 아메리카노 T (3명)　※ 비공개 계정, 팔로우 하지 않은 계정, 태그 없이 업로드 시 당첨에 제외될 수 있습니다. 당첨 메시지 받으신 후 일주일 이내에 개인정보 미회신 시 당첨에서 제외될 수 있습니다. 이벤트 및 상품은 사전 고지 없이 변경될 수 있습니다.​"
299,"다 똑같은 방법-?!!NO..!⠀⠀제가 1년넘게 꾸준히 한부업으로롱런할수 있었던 이유...!⠀⠀노하우도 차별화된 방법이 없었다면,,불가능한일이겠지요⠀⠀컨셉부터,, 하나하나 노하우까지모두다 알려드리니,, 열정만가지고 오셔욤🤲#신협#농협은행#기업은행#씨티은행#우리은행#새마을금고#제일은행#부산은행#수협은행#대구은행#제주은행#경남은행#하나증권#패피아기#제주소녀#북튜버#오너쉐프#예삐#찬바람#거울샷"
300,☑️고객만족도 1위◆.☑️철통보안 보장◆.☑️누구나 어려운 상황 겪고 있을수 있습니다◆.☑️혼자 고민하시지말고 연락주세요◆......#배우자 #토익#베베 #밥 #강아지겨울옷#마이셀즈 #기업은행 #머그잔#메이크업문의 #조카스타그램💕 #우리아미상받았네
301,넘 #기업은행
302,원금 보장이 가능한 부업 알바원금 손실이 발생한다면안전한 투자가 아닙니다다양한 수입 구조로초보 상관없이 첫날부터 바로 수익안전하게 내돈 지키면서 함께 하실분~^^
303,다양한 제품!! 다양한 옵션으로진행되는 초 간단  부업초보도 쉽게 접할수있습니다.가입첫날 부터 수익나는 부업✔️부모님도움 없이 결혼준비✔️32살 47평 내집마련✔️버킷리스트 타고싶은차 타기✔️학자금 한번에 갚고✔️여행 마음껏 다니기매년 버킷리스트를 이루고 있어요치솟는 물가와막막한 금리로더이상 월급으로는 무리 🥹이게 바로 현실이랍니다👍🏻도전하세요 누구나 할수 있는 일��#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국
304,여러분도 할 수 있어요 남녀노소 모두 가능합니다 만19세 이상 연락 주세요!코로나19 확산으로 많은사람들이 경제적 부담을겪고 있으리라 생각 됩니다하루빨리 종식 되었으면 하는 마음이네요바로 진행한다고 하셔서 진행 도와드린 결과로짧은 시간이지만 적지않은 수익 받으실수 있었습니다.믿고 크게 투자해주신 결과로 많은 수익 챙기셨습니다.긴말 안합니다~진행하실 분들프로필 하단 프로필 오픈챗
305,"안녕하세요 KS한국고용정보입니다❤️전화문의 010.2809.2426😉DM,이메일,휴대폰 편하신 곳으로문의 부탁드리겠습니다📩.....#용산 #한남역 #한강진역 #은행 #기업은행 #BC카드 #카드 #고객센터 #콜센터 #상담원 #인바운드 #단순업무 #정착지원금 #기업은행 #IBK기업은행 #영업없음 #단순문의 #종로 #종각 #종로3가 #종로구 #정규직 #KS한국고용정보 #한국고용정보 #한고정 #사람인 #잡코리아 #알바몬"
306,.회원님  원금 530만에 총수익 6620만원 출금 축하드립니당 🎈🎈즐거운 하루 보내세용 ~* 문의는 프로필하단 오픈톡으로 연락주세요!...#혼영 #사업 #요리왕 #비오니 #북항 #아버지 #라일락 #부동산 #하나은행 #우리은행 #농협은행 #농형 #국민 #하나 #우리 #은행 #기업 #기업은행 #뱅킹 #오픈뱅킹 #계좌
307,"코고데스크 96화 크립토 브리핑 (6월23일) 안녕하세요JGoldStar 금성입니다. 6월23일자 금요일 코고데스크 주간브리핑을 전해드리겠습니다.● 국회 정무위원회 다음달 11일 가상자산 청문회 개최 국회 정무위는 15일 전체회의를 열고 다음달 11일에 가상자산 관련 청문회를 열기로 확정했습니다. 이날 여당 간사인 윤한홍 국민의힘 의원과 김종민 더불어민주당 의원의 합의를 통해 청문회를 열기로 했으며아직 구체적인 청문 대상과 내용, 증인, 참고인 등은 정해지지 않았습니다.  ● 미 SEC의 거래소 정의에 허점 많아 코인베이스의 폴 그레왈 최고법률책임자(CLO)는 14일 트위터에 “어제 미 증권거래위원회(SEC)의 거래소 정의 제정안에 관한 의견서를 제출했다”고 말했습니다. 이어 “SEC와 같은 방식으로 DEX에 등록하도록 요구하는 것은 불가능하다”, 이는 “동그란 구멍에 네모난 모양을 맞추려고 하는 것”이라고 비판했습니다. 앞서 SEC는 지난해 1월 규칙 제정안에서 거래소의 정의에 디파이를 비롯한 암호화폐 거래 플랫폼도 포함하자고 제안했습니다. 이를 두고 암호화폐 업계는 디파이를 규제 대상 거래소에 포함시킬 수 없다고 우려했습니다.● 밀크-OK캐쉬백 NFT ‘로드투리치’, 2시간 만에 마감 밀크파트너스와 SK플래닛이 공동 진행한 ‘밀크-로드투리치 콜라보레이션 이벤트’가 오픈 2시간 만에 마감됐습니다. 이 이벤트는 지난 13일 오전 11시부터 선착순 1만명을 대상으로 진행됐으며, 밀크파트너스와 SK플래닛은 앞으로도 다양한 분야에서 협력을 이어나갈 계획이라고 밝혔습니다. 추가로 하반기에는 밀크-SK캐쉬백 포인트 연동 및 교환 서비스도 선보일 예정입니다.● NH농협은행 'STO 컨소시엄'에 기업·신한·우리은행 가세 NH농협은행이 지난 4월 결성한 ‘은행권 토큰증권발행(STO) 컨소시엄’에 기업은행, 신한은행, 우리은행이 추가로 참여한다고 15일 밝혔습니다. 기존 농협은행과 SH수협은행, 전북은행에 이어 시중은행 3곳이 가세해 6개 은행이 함께하는 연합군이 결정됐습니다. 컨소시엄에는 펀블, 블레이드 Ent, 트랙체인 등 STO관련 사업을 준비중인 다른 업체들도 함께 하고 있다고 합니다.참고 : https://m.coinghost.com/live/245이상으로 코고데스크 주간 브리핑을 마치겠습니다.#정무위원회 #가상자산청문회 #SEC #코인베이스CLO #거래소정의허점 #DEX #밀크 #OK캐쉬백 #콜라보레이션 #NFT #로드투리치 #NH농협은행 #STO컨소시엄 #기업은행  #신한은행 #우리은행 #SH수협은행 #전북은행#코고데스크 #코인고스트 #코고옥션 #코고스쿨 #크립토브리핑 #스테이블코인 #블록체인 #BTC #ETH"
308,6/19 몽키즈 in @climbing_park_jongro 클팍종로🐵다경영훈가현 세분이서 사이좋게 보라 클리어 쨕쨕쨕👏🏻👏🏻마지막은 그냥 귀여워서..><
309,6/17 몽키즈 X 인클라인 in @theplastik_yeomchang ‼️몽키즈의 첫 교류전 포인터와 함께 즐클행클👏🏻
310,에네스코 팅커벨 화이트버젼 피겨🧚‍♀️(박스o)사이즈 : 약 15cm나비와 인사를 하고있는 팅커벨 화이트버젼이에요😄 화이트버젼들은 얼굴이 너무이쁘게 나오지 않았나요?!💕#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국
311,부산이라 좋다.함께라서 더 좋다.😁6월 부산만 7번째 출장고향에 온 것 같은 이 느낌은 뭘까요? 😅부산역 돼지국밥만 먹던 최홍석에게오징어는 비교할 수 없는 한치 칼국수의 세계를 알게 해준 사투리 못하는 부산여자 유나 강사님과 @starweina일 끝나고 피곤할 텐데 한걸음에 달려온 신라호텔 한식 주방장 출신의 사직별찬 @sajik_byulchan 사장님 건호 덕분에 배도 마음도 든든하게 채우고교육에 적극적으로 참여해 주신 리더님들 덕분에 자존감도 든든하게 채우고 서울로 올라갑니다.부족하지만 6월 한 달 동안 60번 넘는 강의를 맡겨 주신 #기업은행 #현대자동차 #암웨이 #AA아키그룹 #경찰청 #카이스트 #삼성증권 #DB생명 #NH농협 #KT #대우건설 고객사 직원분들께 감사의 맘 전합니다.마지막까지 만족하는 강의로 보답하겠습니다.충성!
312,"스트로커스 보스톤윙백 출시🙌귀엽고 깜찍한 날개가 장착된 보스폰백이 출시됩니다!!스트로커스의 시그니쳐 디자인인 만큼 퀼리티도 우수하답니다😎잘 치고싶어?그럼 스트로커스해👊구매대행 진행중~또 신상품이 나왔어요우리는 가구,전기제품,의상,명품가방,향수,선물등등 다양하게 있어요!오늘 상품👆👆👆#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국"
313,재택 부업.알바 믿을수있는곳에서쉽고 간편하게 할수있습니다!!!!누구나 쉽게 할수있는 부업출퇴근없이 집에서 언제어디서나 꾸준하게 돈벌수있는 재택부업다양한 수입구조로초보 상관없이 첫날부터 바로 수익안전하게 내돈 지키면서 꾸준한수익 함께하실분~친절 상담 문의는 프로필하단 오픈톡으로!!!
314,주말 행복 모먼트 🍓🍧🎬🤍
315,"앞모습을 찍고 싶었는데바람이 너무 많이 불어서못 찍었다는 슬픈 사실,, 또륵"
316,.회원님  원금 600만에 총수익 6380만원 출금 축하드립니당 🎈🎈즐거운 하루 보내세용 ~* 문의는 프로필하단 오픈톡으로 연락주세요!---#농협은행 #농형 #국민 #하나 #우리 #은행 #기업 #기업은행 #뱅킹 #오픈뱅킹 #계좌
317,회원님의 동의를 받은 실제 후기입니다작은 용기가 인생을 바꿉니다!저랑 함께 부자 되실분~~망설이는 이순간에도 누군가는한발 앞서 나아가고 있습니다~투자는 즐겁게~!!! 수익은 꾸준하게~!!!지인분 소개 아니더라도 편하게 문의주세요
318,일주일후 보홀여행 ㅋㅋ#달러#환전#기업은행#820불#기다려#내가간다#필리핀#보홀#베트남🇻🇳 #나트랑#점심은 #김치찌개 #여행스타그램 #인스타그램 #냥이그램
319,.@goodibk @leejehoon_official#IBK #기업은행 #IBK기업은행#이제훈 #leejehoon
320,소중한 내 가족을 위한 재💲테💲크 성인이라면  모두 가능한 부업단 한번 뿐인 인생 돈 없어 불편하고 힘든 인생을 살다 갈순없죠....한번의 투자로 인생이 바뀝니다믿음과 신뢰 그리고 신용 보장합니다하고자 하는 마음만 있으시다면오픈톡으로 문의☎주시면 바로 상담 가능합니다
321,셀 개버딘 코튼 버킷햇❤️#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국
322,"#EVENT IBK기업은행과 친구해요!　16만 팔로워 분들의 뜨거운 관심에 힙입어특별 이벤트를 준비했어요(●’◡’●)　IBK기업은행 인스타그램에서 가장 인상 깊게 본 게시물은?댓글 남겨주시면 선물을 드려요!🎁　📍 팔로우 #이벤트① IBK기업은행 채널 팔로우② “IBK기업은행 인스타그램에서 인상깊게 본 콘텐츠” 댓글로 남기기 ( 함께 팔로우할 친구 태그하면 당첨확률 UP! )　　기간 : 2023. 6. 23 ~ 6. 30발표 : 2023. 7. 5 (수)경품 : - 신세계상품권 1만원권 (5명)- 스타벅스 아메리카노 T (10명)　※ 비공개 계정, 팔로우 하지 않은 계정은 당첨에 제외될 수 있습니다. 당첨 메시지 받으신 후 일주일 이내에 개인정보 미회신 시 당첨에서 제외될 수 있습니다. 이벤트 및 상품은 사전 고지 없이 변경될 수 있습니다.​ 　앞으로도 IBK기업은행에 많은 관심 부탁드립니다💙"
323,6/15 몽키즈 in @climbing_park 왠지 컬러풀했던 🙉x6 과 🍌x2 조합!그리고 그중 가장 컬러풀(🎀)했던 과장님
324,6/13 몽키즈 in @climbing_park_jongro 🙈🙊🐒🙉🐵+🐥다섯명의 몽키즈와 뉴비 소은대리님 ☺️반가워요><아무래도 몽키즈는 종로에 뿌리를 내리는게 좋겠어요. 종클에서 날라다니는 나이스요정들!!!!!!
